aX,aY,aZ,gX,gY,gZ
16.26,4.92,22.32,0.54,0.33,-1.11
17.83,5.44,23.59,0.65,0.29,-0.69
18.37,3.71,24.76,0.61,0.13,-0.13
17.29,0.86,24.60,0.47,0.00,0.26
15.15,-1.50,24.18,0.30,0.03,0.45
13.33,-3.23,24.97,0.17,0.14,0.41
11.22,-3.35,25.59,0.06,0.18,0.29
9.06,-2.62,26.31,-0.08,0.14,0.23
6.59,-1.94,26.37,-0.15,-0.03,0.21
4.16,-1.44,25.15,-0.13,-0.26,0.12
1.84,0.10,23.38,-0.06,-0.44,0.02
0.28,1.66,21.22,0.07,-0.52,-0.02
-1.15,2.62,19.45,0.13,-0.50,-0.05
-2.30,4.14,18.29,0.04,-0.38,-0.05
-2.57,5.42,18.25,-0.03,-0.27,0.04
8.19,-3.55,20.56,-0.71,0.57,-0.08
8.13,-1.87,21.82,-0.70,0.66,-0.07
7.97,-0.98,22.72,-0.47,0.62,-0.08
7.85,0.17,23.52,-0.28,0.53,-0.07
7.43,1.27,23.84,-0.06,0.36,0.03
7.35,1.95,24.30,0.19,0.18,0.14
7.24,2.56,24.62,0.29,-0.02,0.25
5.99,3.59,23.92,0.25,-0.28,0.40
3.15,3.57,20.63,0.25,-0.35,0.56
-0.21,1.78,18.69,0.05,-0.07,0.71
-1.95,1.27,19.43,-0.59,0.19,0.84
-3.17,2.89,21.09,-0.71,0.17,0.92
-4.50,4.66,21.11,-0.14,-0.11,1.03
-5.65,4.77,20.94,0.75,-0.35,1.16
-7.44,2.30,20.07,1.19,-0.56,1.34
-9.35,0.96,19.81,1.12,-0.61,1.36
-11.84,-0.03,19.15,0.63,-0.67,1.40
-12.97,-1.59,18.63,0.28,-0.61,1.27
-13.56,-2.24,18.10,-0.08,-0.60,0.98
-13.65,-1.63,16.38,-0.36,-0.47,0.67
-13.41,-0.37,15.64,-0.32,-0.21,0.40
-13.71,1.77,16.46,-0.14,-0.04,0.28
-13.94,1.03,16.41,-0.11,0.00,0.38
-14.27,-0.75,16.74,-0.07,0.04,0.19
-15.05,-1.56,16.92,-0.26,0.05,-0.08
-15.34,-1.30,17.58,-0.76,0.16,-0.31
-15.47,-0.44,18.87,-1.06,0.17,-0.57
-15.97,0.93,19.30,-0.84,0.17,-0.79
-15.00,0.74,20.47,-0.49,0.09,-0.91
-14.88,-0.65,20.68,-0.38,-0.20,-1.12
-16.36,-0.32,19.08,-0.46,-0.48,-1.37
-18.13,0.48,17.50,-0.67,-0.54,-1.52
-19.14,1.15,16.37,-0.77,-0.42,-1.59
-17.94,2.90,16.42,-0.87,-0.24,-1.60
-15.96,4.75,15.83,-0.43,-0.16,-1.61
-13.03,6.32,16.13,0.30,-0.06,-1.54
-11.01,6.40,16.47,0.83,-0.14,-1.37
-9.87,5.67,15.54,1.16,-0.25,-1.13
-8.73,3.16,14.82,1.10,-0.15,-0.91
-7.64,1.38,15.46,0.65,0.04,-0.81
-4.76,0.79,16.72,0.15,0.26,-0.77
-1.54,2.45,18.16,-0.03,0.42,-0.72
2.31,3.93,19.86,0.17,0.39,-0.45
4.96,3.51,20.57,0.60,0.20,-0.13
5.87,2.51,19.27,0.94,0.07,0.22
6.81,-0.19,19.19,1.20,0.13,0.38
6.67,-0.97,19.09,0.95,0.33,0.50
8.43,-1.28,21.06,0.49,0.71,0.57
10.33,0.07,23.53,0.06,0.92,0.60
12.26,1.49,25.66,-0.08,1.02,0.72
14.23,2.00,27.41,0.02,0.95,0.88
15.49,1.76,28.40,0.19,0.67,1.02
15.54,1.05,28.74,0.41,0.29,1.06
14.90,0.57,28.10,0.54,-0.07,1.10
14.41,-0.57,26.51,0.46,-0.30,1.14
14.95,-1.87,24.99,0.42,-0.30,1.07
15.80,-3.40,23.83,0.47,-0.18,0.95
16.77,-4.80,23.57,0.50,-0.02,0.79
17.49,-5.69,23.65,0.53,0.03,0.59
17.16,-5.99,23.98,0.57,-0.09,0.32
15.97,-5.69,24.67,0.62,-0.34,0.04
14.83,-5.31,24.07,0.70,-0.57,-0.21
14.27,-5.28,23.13,0.73,-0.71,-0.43
13.82,-4.98,21.57,0.61,-0.67,-0.59
13.37,-3.90,20.58,0.44,-0.50,-0.70
11.88,-1.75,19.73,0.32,-0.34,-0.76
10.17,1.39,20.68,0.35,0.02,-0.66
9.21,3.86,21.97,0.22,0.11,-0.33
8.19,2.88,23.86,0.28,0.11,-0.07
7.43,1.47,26.04,0.24,-0.15,-0.09
4.54,2.10,24.85,-0.16,-0.55,-0.17
1.81,2.73,22.96,-0.35,-0.80,-0.31
-1.65,3.55,20.60,-0.38,-0.99,-0.45
-4.89,6.18,19.54,-0.54,-0.92,-0.32
-7.60,6.90,18.57,-0.84,-0.91,0.16
-9.75,6.45,17.27,-0.79,-0.90,0.48
-11.80,5.58,16.97,-0.62,-0.78,0.77
-12.46,3.70,17.88,-0.31,-0.73,0.87
-13.51,2.08,17.64,0.33,-0.86,0.66
-14.52,0.39,16.95,1.09,-0.84,0.31
-15.53,-0.57,17.37,1.23,-0.76,-0.05
-18.31,0.70,16.62,0.55,-0.65,-0.17
-19.90,3.34,17.02,-0.26,-0.33,0.04
-20.56,4.10,17.95,-0.59,-0.13,0.41
-19.99,0.72,18.79,-0.49,0.11,0.62
-18.53,-2.73,20.73,-0.59,0.18,0.36
-19.08,-3.63,22.07,-0.34,-0.00,0.01
-18.86,-3.60,20.90,-0.59,-0.13,-0.18
-19.01,-3.62,20.00,-0.46,-0.32,-0.49
-19.67,-3.70,19.20,-0.31,-0.41,-0.86
-20.68,-2.70,18.23,-0.58,-0.46,-1.12
-20.68,-0.88,17.74,-0.89,-0.32,-1.28
-19.90,3.27,17.41,-0.88,-0.27,-1.31
-17.43,6.25,16.49,-0.33,-0.23,-1.20
-12.96,6.50,16.42,0.51,-0.31,-1.16
-9.26,5.80,15.18,1.05,-0.53,-1.23
-5.83,4.64,14.14,1.08,-0.47,-1.20
-3.25,4.79,13.86,0.62,-0.25,-1.08
-0.27,5.72,14.58,0.23,0.07,-0.86
3.11,6.98,15.33,0.12,0.31,-0.61
6.79,7.60,15.17,0.57,0.58,-0.25
11.40,5.94,15.86,1.08,0.84,0.15
15.68,0.25,18.75,1.38,0.96,0.32
18.36,-3.84,22.86,0.95,0.87,0.13
16.95,-2.43,24.26,-0.10,0.70,-0.06
15.12,1.58,25.84,-0.84,0.78,0.01
15.00,5.38,27.05,-0.84,0.79,0.23
15.73,6.07,27.87,-0.09,0.58,0.52
15.69,3.63,28.20,0.57,0.14,0.72
13.31,1.08,26.30,0.89,-0.25,0.77
10.91,-1.17,24.78,0.82,-0.42,0.74
7.81,-1.64,23.24,0.45,-0.45,0.63
4.88,-0.76,22.22,0.14,-0.32,0.54
3.48,-0.94,22.13,0.04,-0.21,0.46
2.27,-0.68,21.86,0.12,-0.21,0.30
0.94,-0.34,20.95,0.25,-0.23,0.20
0.63,-1.22,20.67,0.42,-0.22,0.09
0.38,-1.38,20.01,0.34,-0.25,-0.06
-0.61,-0.67,18.84,0.07,-0.24,-0.17
-0.85,0.18,17.96,-0.16,-0.11,-0.21
