aX,aY,aZ,gX,gY,gZ
-5.38,1.49,3.81,-0.06,1.66,1.66
-4.94,0.56,4.76,-0.08,1.81,1.54
-3.96,0.11,5.94,-0.12,1.94,1.40
-3.39,-0.65,6.92,-0.14,1.95,1.27
-3.14,-1.02,7.63,-0.17,1.90,1.14
-3.65,-1.43,7.94,-0.18,1.89,1.04
-4.31,-1.69,8.11,-0.09,1.98,0.92
-4.38,-1.91,8.83,0.11,2.20,0.64
-3.86,-2.75,10.22,0.25,2.40,0.40
-2.95,-3.86,11.74,0.25,2.51,0.18
-1.54,-5.11,13.34,0.15,2.54,-0.02
-0.75,-5.23,14.48,0.06,2.44,-0.24
-0.46,-4.69,15.24,-0.01,2.24,-0.48
-1.15,-3.59,15.63,0.01,2.11,-0.65
-2.00,-2.60,15.94,0.10,2.07,-0.87
-2.50,-2.29,16.61,0.18,2.06,-1.11
-3.05,-1.77,17.44,0.12,2.03,-1.29
-3.80,-0.43,17.99,-0.00,1.98,-1.39
-4.20,0.91,19.34,-0.05,1.92,-1.51
-3.66,1.99,20.43,-0.10,1.76,-1.67
-3.81,3.44,21.23,-0.11,1.57,-1.70
-3.48,4.05,21.78,-0.08,1.43,-1.79
-3.31,4.27,22.43,-0.07,1.34,-1.86
-3.40,5.01,23.84,-0.02,1.24,-1.98
-3.07,6.57,25.36,0.09,1.05,-2.15
-2.89,8.47,26.53,0.21,0.78,-2.29
-2.41,10.78,27.30,0.31,0.49,-2.31
-2.96,12.60,27.48,0.55,0.15,-2.32
-3.76,13.36,26.69,0.69,-0.21,-2.26
-4.48,13.89,25.60,0.65,-0.51,-2.11
-4.84,14.76,24.53,0.59,-0.81,-1.93
-4.38,15.25,23.10,0.58,-1.06,-1.85
-3.60,17.02,21.66,0.66,-1.35,-1.80
-4.60,18.67,19.70,0.81,-1.70,-1.71
0.88,10.42,9.84,0.11,-0.24,-0.49
0.63,10.75,9.65,0.17,-0.23,-0.47
0.48,10.65,9.68,0.19,-0.24,-0.46
0.58,10.62,9.59,0.25,-0.25,-0.47
0.46,10.66,9.46,0.24,-0.28,-0.51
1.01,11.33,9.16,0.21,-0.31,-0.48
0.78,11.71,8.22,0.25,-0.37,-0.39
0.73,11.25,7.07,0.19,-0.44,-0.24
0.14,11.51,5.97,0.08,-0.45,-0.14
-0.59,11.65,5.15,-0.01,-0.45,0.05
-1.12,11.98,4.15,-0.00,-0.34,0.18
-1.80,11.64,3.07,0.06,-0.21,0.21
-2.30,11.48,2.22,0.10,-0.03,0.23
-2.35,10.59,1.73,0.14,0.19,0.20
-2.82,10.10,1.21,0.07,0.31,0.23
-2.86,10.05,1.11,-0.00,0.45,0.33
-3.49,9.21,0.87,-0.04,0.54,0.46
-4.09,8.44,0.48,-0.12,0.66,0.56
-3.96,8.02,0.11,-0.21,0.84,0.66
-4.33,6.60,-0.31,-0.19,1.07,0.76
-4.37,4.10,0.04,-0.23,1.41,0.73
-3.59,2.64,1.57,-0.24,1.75,0.58
-2.83,2.00,3.89,-0.20,2.01,0.37
-1.39,0.83,6.90,-0.12,2.17,0.18
0.05,-0.24,8.64,-0.18,2.06,-0.00
-0.02,-0.94,9.36,-0.36,1.82,-0.08
-1.32,-0.90,9.38,-0.52,1.69,-0.09
-1.96,-0.77,9.76,-0.54,1.79,-0.28
-2.21,-0.47,10.43,-0.58,1.90,-0.42
-2.99,-1.13,12.19,-0.69,1.97,-0.56
-3.35,0.55,13.82,-0.86,1.98,-0.75
-4.02,2.21,14.98,-0.78,1.96,-0.93
-4.07,2.79,15.51,-0.55,1.89,-1.18
-4.07,2.01,16.21,-0.41,1.81,-1.35
-4.09,1.81,16.55,-0.41,1.72,-1.49
-4.09,2.58,17.03,-0.52,1.62,-1.50
-4.36,3.99,17.74,-0.53,1.58,-1.48
-3.91,4.60,18.43,-0.40,1.47,-1.57
-3.64,5.19,18.94,-0.27,1.35,-1.72
-3.64,5.67,19.32,-0.11,1.21,-1.85
-2.77,5.93,20.00,-0.05,1.08,-1.96
-2.18,6.83,21.20,-0.07,0.90,-2.07
-2.24,8.72,21.55,-0.08,0.66,-2.12
-2.99,10.17,21.01,-0.04,0.40,-2.09
-3.51,11.80,20.73,0.09,0.23,-2.08
-4.06,13.01,20.58,0.29,0.05,-2.02
-4.51,14.41,20.95,0.52,-0.11,-1.99
-4.59,15.85,20.78,0.76,-0.32,-1.92
-5.51,16.08,20.00,0.93,-0.53,-1.79
-5.75,13.71,19.90,0.79,-0.70,-1.73
-5.07,14.83,19.07,0.41,-0.97,-1.76
-5.21,17.24,17.97,0.33,-1.24,-1.61
-5.86,17.77,17.28,0.50,-1.48,-1.53
-6.49,17.46,16.42,0.55,-1.71,-1.51
-7.71,19.24,15.28,0.48,-1.82,-1.50
-7.12,19.74,14.11,0.56,-1.87,-1.12
-7.22,19.23,12.99,0.62,-2.05,-0.86
-6.92,19.02,11.68,0.54,-2.14,-0.68
-7.00,19.35,10.50,0.45,-2.22,-0.50
-7.38,19.73,9.69,0.32,-2.27,-0.28
-7.69,20.64,8.98,0.18,-2.24,-0.02
-7.45,21.27,9.04,0.19,-2.18,0.21
-6.86,21.02,8.78,0.29,-2.17,0.38
-6.38,20.22,8.33,0.35,-2.16,0.50
-6.02,20.13,7.28,0.37,-2.15,0.67
-6.41,20.07,5.97,0.44,-2.13,0.85
-6.98,19.62,4.96,0.45,-2.05,1.06
-7.36,19.27,4.44,0.39,-1.94,1.28
-7.65,18.82,4.04,0.35,-1.80,1.49
-7.49,17.93,3.74,0.34,-1.62,1.68
-7.03,16.35,3.48,0.32,-1.46,1.80
-6.41,15.00,3.00,0.27,-1.33,1.88
-6.18,13.91,2.39,0.20,-1.21,1.95
-5.60,13.12,2.38,0.10,-1.07,2.02
-5.27,13.02,2.52,-0.01,-0.99,2.09
-5.52,12.45,2.10,-0.12,-0.92,2.25
-5.95,11.37,1.45,-0.20,-0.77,2.38
-5.89,10.50,1.34,-0.28,-0.55,2.42
-5.28,9.87,1.34,-0.29,-0.35,2.40
-5.06,9.54,1.68,-0.26,-0.17,2.35
-4.88,9.52,2.06,-0.22,-0.04,2.32
-4.89,9.34,2.26,-0.19,0.07,2.35
-5.16,8.34,2.08,-0.17,0.18,2.42
-5.35,6.70,1.88,-0.15,0.33,2.43
-5.06,5.26,1.85,-0.13,0.50,2.32
-5.03,4.51,1.79,-0.13,0.65,2.18
-4.97,3.66,1.62,-0.11,0.81,2.08
-5.54,2.96,1.52,-0.14,1.02,1.97
-5.47,2.88,2.02,-0.18,1.28,1.94
-5.14,2.69,3.41,-0.14,1.49,1.89
-4.66,2.06,4.70,-0.08,1.62,1.78
-4.29,1.69,5.57,-0.02,1.71,1.67
-4.05,1.05,6.25,0.05,1.84,1.53
-3.64,0.36,6.88,0.05,1.94,1.37
-3.09,-0.01,7.84,0.09,2.01,1.23
-3.06,-0.14,8.80,0.15,2.06,1.05
-2.70,-0.35,9.83,0.24,2.12,0.89
-2.52,-0.88,10.90,0.33,2.14,0.70
-2.43,-1.52,11.19,0.35,2.15,0.54
-2.41,-2.27,11.55,0.37,2.19,0.35
-1.86,-2.92,12.18,0.37,2.24,0.13
-1.57,-3.13,13.20,0.36,2.26,-0.11
-0.69,-2.64,14.57,0.30,2.25,-0.37
-0.11,-1.90,15.76,0.27,2.14,-0.51
-0.36,-1.84,16.56,0.28,1.99,-0.71
-0.64,-1.49,16.69,0.25,1.89,-0.89
-1.28,-1.04,16.96,0.26,1.78,-1.04
-1.66,-0.46,17.19,0.28,1.71,-1.24
-1.76,0.81,17.93,0.27,1.65,-1.42
-1.87,1.67,18.88,0.29,1.58,-1.50
-1.68,2.04,19.85,0.31,1.45,-1.67
-1.76,2.67,19.84,0.30,1.29,-1.81
-2.47,3.18,19.52,0.31,1.15,-1.91
-2.69,3.88,20.01,0.26,1.03,-2.04
-2.59,5.34,20.53,0.21,0.89,-2.15
-2.78,7.11,21.31,0.16,0.71,-2.18
-3.07,8.50,21.97,0.14,0.54,-2.18
-3.19,9.98,22.40,0.15,0.36,-2.17
-3.34,11.25,22.29,0.22,0.18,-2.16
-3.00,12.37,22.09,0.25,-0.03,-2.14
